text,HS,Abusive,HS_Weak,HS_Moderate,HS_Strong
berita gubernur banten eksplorasi panasbumi batu kuwung jalan terbit pabumnews,0,0,0,0,0
baik anak putri langit bisu langit biru milik robot sair,0,0,0,0,0
user jaman kuliah menu ampas enak magelang masak mas,0,0,0,0,0
user user cebong dongo notak jongkok,1,1,1,0,0
zaman orang munafik bekerjasama orang kafir runtuh islam,0,0,0,0,0
gusur paksa langgar berat ham hak ekonomi sosial budaya mana situ hak huni layak hubung novel baswedan,0,0,0,0,0
retweet user transformer mobil ubah robot unbk orang pintar ubah haji bodoh,0,0,0,0,0
user user orang spi onta nsetau amp yahudi banyak pakai otak pakai onta xf kali f kali kali,1,1,1,0,0
user user user user user user user user njing lo komen kapai lo mention cebong budug takut lo njing xf kali f kali kali xf kali f kali kali xf kali f kali kali,1,1,1,0,0
user user user user user user user user user user user user user user user user dwaspadai nama ham ujung,0,0,0,0,0
user bangad baca bangsad,0,1,0,0,0
oh paham xf kali f kali kali nitu cewek cadar cerita kali ya nsaya kasih cerita asih minum anjing pelihara anjing lu paham kagak dasar banci xf kali f kali kali asli cowok nyamar cewek cadar url,1,1,1,0,0
user status kafir relatif gantung tinjau sudut santai,0,0,0,0,0
desa udik definisi universal aglomerasi mukim area desa rural indonesia,0,0,0,0,0
user takut salah fokus nkata ya rbu lapang kerja aseng xf kali f kali xa xf kali f kali xa xf kali f kali xa,0,0,0,0,0
user diajarin kayanua gatau budaya palembang ya search,0,0,0,0,0
gilir butuh sok ngebaik baikin gilir butuh diam diam ngejelekin setan _,1,1,1,0,0
user user user user user gue kasih informasi awardee beasiswa aseng entar dibocorin aussie,0,0,0,0,0
undur undur fc mah culun aku nya team hebat lawan persib undur hahahahaha fuck jokodri,1,1,0,1,0
user semarang kaline butek nsing sayang mripate picek,1,1,1,0,0
foto asma dewi anies sandi ruhut terang benderang url teriak teriak bunuh ahok,1,0,1,0,0
user user user masuk nikmat penjara nanak norak modar deh lo,1,1,1,0,0
user wadaauuuw woii kalem woii sabar sabar tunggu tahun maning gara-gara sih sifit keparat kebal hukum emosi rakyat trkendali jejangan strategi,1,1,1,0,0
xe kali kali cdaripada suap makan lezat apa ejek gendut maaf hina sahabat xe kali kali chouji akimichi,0,0,0,0,0
president threshold zalim demokrasi npembatasan calon threshold batas layak tidak calon integritas calon mampu ketatanegaraan antek asing aseng kali,0,0,0,0,0
retweet user tipu tahi gue sumpahin berkah hidup anjing,1,1,0,1,0
retweet user babi perangai babi xf kali f kali kali xf kali f kali kali url,1,1,1,0,0
user anak culun beda tipis,0,0,0,0,0
kangen smasa bajing,0,1,0,0,0
usaha hindar buat cela korupsi kolusi nepotisme jahat buat negatif ntidak rezim usaha nhehe,1,0,0,1,0
alquran tunjuk orang muttaqien maki maki orang orang ingkar kafir musyrik,0,0,0,0,0
usir cina cina indonesia indonesia kuasa bebas jajah,1,0,0,0,1
user inti bicara,1,1,1,0,0
user antek antek nya wkwkwk malu ngehype wkwkwk,0,0,0,0,0
user onta gue pakai nos mbak jam nyampek tenang,0,0,0,0,0
jokowi pamer dungu ranah publik kuar url,1,1,1,0,0
user user renti ya ewe dunia lucu,0,0,0,0,0
user kemarin gubernur pilih umat impor bawang cina teriakin antek aseng,0,0,0,0,0
ciri khas cebong lekat kalah data fakta langsung otak porno,1,1,1,0,0
sabar laksana tetap tuhan ikut orang dosa orang kafir,0,0,0,0,0
user user user korelasi hindu budha masuk nusantara iya maaf paham alur otak kaum cebong,1,1,0,1,0
user user kuat user gembos rejim takut rampok kaya ri takut bangkit bangsa bangsa daulat makmur amp kuat pimpin,1,0,0,1,0
user mustahil rezim berani laku,0,0,0,0,0
tarik ulur kait beda pandang definisi terorisme fraksi fraksi dewan wakil rakyat,0,0,0,0,0
bati tonton bola angin masuk euy,0,0,0,0,0
pilihanya stop dana hutang uang mana,0,0,0,0,0
retweet user babi buta tito bela jokowi pungli lingkung polisi geliat sadar,1,0,1,0,0
help desk padu kpu ri bantu selenggara pilih kepala daerah amp milu konsultasi sila hubung dtng langsung ruang help desk lantai kpu ri jalan imam bonjol no jakarta senin jumat,0,0,0,0,0
user gue uji nasional pilih sosiologi iya sekolah mantap matapelajaran ips diikutin bangkai,0,1,0,0,0
masuk atm kondom jatuh milik sih empunya buru ngempet eue lupa bawa uang ehe,0,1,0,0,0
user user user user sial tolol norang susah erti nlo copas lkp malas bahas nyodorin copas gbr sumber nya payah,1,1,1,0,0
retweet user manusia sinting url,1,1,1,0,0
biadab teroris budha myanmar bakar al quran,1,1,0,1,0
user user user user user primata eh embrio cebong lo keluarga surat nya lengkap gue bayarin eh tolol hidup pikir lihat goblog dungu,1,1,1,0,0
user user ebih mundur jabat presiden,1,0,1,0,0
laptop jangkit virus babi laku,0,1,0,0,0
retweet user user samlekom nlu tidur nlgi dengar lagu nabis mandi ndari acara teman ntidur ken nntar sakit wkwkkwkwkwkwkq nk xe kali xa,0,0,0,0,0
sederhana identifikasi bajak agama ayat suara damai musuh ajar teriak hati tenang hati panas,0,0,0,0,0
user user bicara tki tka urus lo anggotany tata kota erti lihat dki smburdul tats kotany,1,1,1,0,0
user muka kayak tahan eek jack,1,1,1,0,0
lihat orang indonesia jalan kaki pandang belah mata gilir orang asing jalan kaki negeri takjub habis abis wkwk,0,0,0,0,0
sila duduk sih mbak nya panggil koko alas utama mata sipit nikmat,0,0,0,0,0
keren ð,0,0,0,0,0
masyarakat keluh kerja anies atas banjir pimpin mantan gubernur ahok sukses musnah banjir jakarta berita link jp reader tanggap tangan banjir,0,0,0,0,0
ateis percaya tengah surga neraka anget,0,0,0,0,0
user user gara kemarin sih banci eta trh wkwkwk,0,1,0,0,0
kivlan zen oceh siang transfer uang prabowo dramatis ilc isu partai komunis indonesia msyrkt mncuat ilcpki,1,0,1,0,0
sih user hidup nebeng cina cina milik user jongos cina sih paloh bewok,1,1,1,0,0
user user edan gelem pisuh,0,1,0,0,0
usir cina indonesia rusak bangsa url,1,0,0,0,1
retweet user memek becek,0,1,0,0,0
user rezim brupaya mncuci otak generasi mlpakn sejarah akan bpknyalah hebat mi sama tuhan nrezim kacang lupa kulit nmlh puja aseng anjing komunis,0,0,0,0,0
suyanto mitra sapa kur bank artha graha international optimis prog daya tertawa padi hitam amp tertawa padi putih potensi panen varietas capai ton tertawa gabah kering prog lestari tradisi masyarakat tani jawa,0,0,0,0,0
dokter muka halo monika kabar mana ganti presiden kali ketemu,0,0,0,0,0
konsep sekuler demokrasi butuh negara sekuler jalan sepakat konsep sosialisme komunis butuh negara komunis implementasi wajar aqidah amp syariat islam butuh khilafah tega amp laksana cakep,0,0,0,0,0
dulur aji moga allah ijinkan gus ipul mbak puti gubernur wagub jatim user user user user user user user,0,0,0,0,0
user papa xf kali f kali kali manggil nete,0,1,0,0,0
panitia kerja panja pilih kepala daerah komisi ii dewan wakil rakyat ri kunjung kerja kota malang selasa kemari panja pilih kepala daerah proses pilih kepala daerah kota malang source user,0,0,0,0,0
user iya nih kwalitas kader buta sejarah bodoh tolol salah perintah nyumbang trhdp bangsa nmikir njangan sapi ladang numpang makan doang,1,1,0,1,0
orang jaman pisang ngobatin pusing xe kali kali amat monyet pusing,0,0,0,0,0
retweet user tim anies sandi iya perlahan bau harum terxium orang orang kerja tim tercydux,1,0,0,1,0
user bunga bangkai xf kali f kali kali,0,0,0,0,0
user norak banget tahi tentara ew banget sih tentara ina gue malu,1,1,0,1,0
user user user bicara kampang,1,1,1,0,0
user user user jilat pantat aseng,1,1,1,0,0
inkonsistensi lucu,0,0,0,0,0
retweet user xe kali kali cmaju anjing fanny nbabi sakit perut gelak xf kali f xa xa url,1,1,1,0,0
user bilang anjir bagus,0,1,0,0,0
user wkwkwkwkwkkwkwkw geblek banget,1,1,1,0,0
ulama abal puas sbelom misi capai lengser jokowi naekin sih wowo ahok antara doang,1,0,1,0,0
user onta paham online onlenan,1,1,1,0,0
user iya uang nabung anjir nabung daun,0,1,0,0,0
ihsg buka kuat level,0,0,0,0,0
user user user user eh kunyuk ngembat dana umroh diam bagi iya,1,1,1,0,0
bicara banget,1,1,1,0,0
suka pamer nkarena orang peduli pamer nbukan puji dapat kampung,0,0,0,0,0
kartini iriana kumpul istri menteri gubernur istana bogor,0,0,0,0,0
user user dar foto doang mah anak idiot kayak xf kali f kali kali xf kali f kali kali,1,1,1,0,0
user gilasih kimor kemarin modal gambar struktur doang benzen angkat tangan deh bangkai muter muter nya setan,1,1,1,0,0
jokowi otoriter diktator represif orba rindu suharto duit tinggal kerja kerja kerja,1,0,1,0,0
negara dunia dicengkram komunis asia tenggara negara jatuh tangan komunis,0,0,0,0,0
user user pakai chara tuyul ngecamp iya greget pengin pakai mod kena banned wkwkwk,0,0,0,0,0
user user bani oplos pengin demo ngomong-ngomong kitab umat islam lhoh,1,1,0,1,0
user ente sampa kolong tol ordebaru artix gubernur seblm geb anis krj iya saudara laki presiden ganti soeharto sd harinini kerja iya krj ya uenak bicara,1,1,1,0,0
pdip beber ongkos rogoh pdip carter pesawat jokowi dasar korupsi url,1,0,0,1,0
orang paham pembicaran fangirl antek antek,0,0,0,0,0
retweet user user lowong cpns derajat diskriminasi perintah jokowi,1,0,1,0,0
ahoker takut mati disholatin tenang abu janda ust gadungan sholatin ahoker jokower,1,1,0,1,0
user user xl culun buh lu lu,1,1,0,1,0
user cepat cepat anak kak lucu sipit hehehe xf kali f xa xa xf kali f xa xa,0,0,0,0,0
anak cucu anut agama yahudi nasrani,0,0,0,0,0
suruh pakai mata uang china suruh pakai ploduk ploduk kau china suruh ajar bahasa china suruh bantu china pribumi negara tumpah darah pribumi woiiii mimpi,1,0,1,0,0
"user kalah kuasa media cukong sembilan bahan pokok pilih kepala daerah jakarta menang daerah tinggal sih raja hutang partai politik korup kpk cukong koruptor blbi rp triliun bandar narkotika, psikotropika, obat larang tenaga kerja asing cabut subsidi rakyat banc",1,1,0,1,0
user user user user user oh ewek mamak lo lahir hasil inses mamak ih banci sih ibu ewek laku anak haram seram iya hatters perintah ter,1,1,1,0,0
user gila mentang mentang deh anak,0,1,0,0,0
user levai mah kompas media indonesia kompas aiman show lebai wawancara tetangga teroria swkolah rumah lain nini mompas media kristen gereja hobi,0,0,0,0,0
user user kagak pintar nih rezim nnyerah kalo kerja nanak deh pintar main mobile legend bapak ongin mulut,1,1,0,1,0
kepung kantor jakarta,1,0,0,0,1
retweet user user user bunuh munir era ya kak bin nya ya pilih presiden tim sukses jokowi,1,0,1,0,0
user user user matiin bom classy,0,0,0,0,0
tranksaksi non tunai indonesia rekam asing behaviour masyarakat baca nixon,0,0,0,0,0
retweet user user beda nya adid aidit aih dasar jongos jokowi,1,1,1,0,0
bayang potong adegan mana kesal isi lapor kacau edit katain bajak gebetannya sih kunyuk url,1,1,1,0,0
ikami unsur noda agama puisi ganjar,0,0,0,0,0
retweet user iya ahog pimpin pantesnya nista agama penjara https t cowok yhho qwxs,1,1,0,0,1
masak wakil rakyat contoh rakyat bayar tagih listrik listrik bayar salah jokowi tingkat ekonomi lesu amp fadli zon bayar listrik,1,0,1,0,0
setya novanto sangka hakim takut siram air keras mati dadak amerika url,1,0,1,0,0
retweet user cewek cewek capek capek dandan jam jam cowok bilang suka polos xe kali xa,0,0,0,0,0
hati hati kali usir ahmadiyah kristen susul budha hindu lamalama sunni usir,1,0,0,0,1
retweet user suka ngentot mentok url,0,1,0,0,0
retweet user user user user alex untung tuduh antek cina partai komunis indonesia tertawa,1,0,1,0,0
perintah bastian lengser jokowi halang halang aksibelaislan,1,0,0,0,1
bodo bodoh,1,1,1,0,0
user enak ngentot sayang,0,1,0,0,0
user cisol modar,1,1,1,0,0
user jam anjir,0,1,0,0,0
user iya kntl manis,0,1,0,0,0
user user user user user lae makan bawang putih hasil impor aseng by gabener,0,0,0,0,0
retweet user user duduk dewan wakil rakyat mantan menkominfo posting isu bohong hadehhh doa jokowi endut gagalpaham,1,0,1,0,0
waini ide brilian motivasi pns semangat kerja samping jam dinas ð,0,0,0,0,0
tidur menit dorong wajar cover lagu sinting,0,1,0,0,0
user bilang teman beli tiket beli bensin dongo motor isi pakai air aoa,1,1,1,0,0
saban bahawa ios hebat ntiada beli iphone harga yahudi pengakhiranya kecewa,0,0,0,0,0
user user user user cebong tolol klimaks berita isu bohong,1,1,0,1,0
user swasta katolik pas negeri kenal anut agama katolik wali kelas bilang oh non muslim balas iya bu katolik balas iya non muslim nentahlah,0,0,0,0,0
user horeeee salah cebong paman kabar om,1,1,1,0,0
user baris anti antek aseng teriak nyata aksi bicara kuat,0,0,0,0,0
user muka kayak pantat monyet beruk celeng,1,1,1,0,0
retweet user link asli indonesia tonton ngaceng download full video xe kali xa,0,1,0,0,0
user user user user user bicara sih lu cebong bangsad,1,1,1,0,0
user rupiah prediksi hambat kuat sentimen pos,0,0,0,0,0
banting gadget eeee shopeenya kacau xf kali f kali xa,1,1,0,1,0
endingnya pilih aplikasi bentuk doa lintas doa allah hidayah sakit sadar salah rela oleh doa baik lisan,0,0,0,0,0
negara jerat utang bijak boros perintah anggar rp gaji dosen asing,1,0,0,1,0
user bani sial iya nafsu kuasa korupsi jamaah kader pks gubernur sumut user,1,1,0,1,0
bangun makan eek makan tidur mnton,0,0,0,0,0
mantan menko maritim nilai presiden ganti jokowi selamat bangsa lengkap,0,0,0,0,0
user inti pks mesti salah nwalau benerpun salah nitu otak cebong nmakanya,1,1,0,1,0
user user anjing komunis nggonggong sahut,1,1,0,1,0
user ngomong-ngomong adek putih banget orang sipit astaghfirullah untung pesek,0,0,0,0,0
memek basah mas abang pasuk tahan ah ah ah,0,1,0,0,0
eh bangsat dibenerin jaring keparat kerja sih bosan bangsat mahal doang fasilitas kayak anjing babi user,1,1,0,1,0
helikopter isi wn china jatuh morowali sulawesi pengin euy sabar,1,0,1,0,0
user aku muslim tonton bola kafir hahaha munafik loh njokowi full bulan tonton bola kecuali timnas persija nberak mencret tong,1,1,1,0,0
user user user user bodoh pakai tag gue,1,1,1,0,0
user buanyak siapa setia,0,0,0,0,0
user president cebong jokowi,1,1,1,0,0
user eug taplak meja warung nagih,0,0,0,0,0
horror smirk orang asing,0,0,0,0,0
etnosentrisme sikap anggap budaya milik anggap rendah budaya,0,0,0,0,0
user kalo iman tipu hukum halal demo kaum bani micin,1,0,0,1,0
user kosong masjid jamaah khas ala komunis xf kali f xa kali,0,0,0,0,0
tanu usir cina,1,0,0,0,1
user nih platipus idiot kalo kasi udara,1,1,1,0,0
al quran alkitab kitab suci dukung bela kitab suci lawan orang ateis rocky,1,0,1,0,0
user lucu mah pas setan baju hitam nya muncul deketin rumah sih pakai payung xf kali f kali kali setan takut gerimis,0,1,0,0,0
sih nbani taplak kalimantan barat terima kalah cundang perang ya calon gubernur porno dukung,1,1,0,1,0
user user tuker cincin makan sipitin mata belokin dikit mata ron sipit,1,0,1,0,0
sungguh takjub dulunya orang asing seperti,0,0,0,0,0
user mahal tertawa harg yahudi,0,1,0,0,0
user user user user kas referensi ust mutu iya nmasa ust nya kalang ncoba referensi nya ust syafiq riza ust bachtiar nasir ust tengku zulkarnain aa gym nkalau,0,0,0,0,0
user user presiden ekonomi he he pilih menko iya,0,0,0,0,0
riset rugi makro ekonomi akibat konsumsi rokok indonesia capai rp triliun,0,0,0,0,0
kitab suci fiksi demo pilih kepala daerah dki bela,0,0,0,0,0
user user inti cina pandang negatif sayang cina cina indonesia kena imbas masyarakat sensitif cina dikit dikit partai komunis indonesia dikit dikit partai komunis indonesia kampnye andal kubu abang unt,0,0,0,0,0
user user rezim komunis ayo hak rakyat tentu pilih pimpin negeri hak tangan rakyat ri xe kali sih kali xf kali f kali f xbbparpol vs rakyat ri hak kuat xe kali sih kali xf kali f kali f xbb xf kali f,0,0,0,0,0
user user user user user user user user user user user user user user user user user user user user user user,0,0,0,0,0
maaf lupa bilang nperan nww villager dokter seer witch nmaaf ya noo,0,0,0,0,0
user pilih cebong otak kolam,1,1,1,0,0
user ampas makan makan nun,0,0,0,0,0
user user user user user rujuk sempak deh ruang gerak radikalisme teror batas bilang anti islam otak kotor onta kyaknya,1,1,1,0,0
user user user user user bangsa bajing anjing babi goblog,1,1,0,1,0
polemik mui serang ulama kah bachtiar nasir,0,0,0,0,0
halo pimensiv lele rien moga langgeng ya dijauhin pelakor antek antek nya sayang erti ya xf kali f kali kali sih xf kali f kali kali sih,0,0,0,0,0
user user user media aseng mainstream berita dapat suara kyai ulama garis lurus dengar skala nasional,0,0,0,0,0
waspada upaya ahoker antek komunis media pecah belah umat islam aksi aksi,1,0,0,1,0
user udik banget sih ya ta wan,0,0,0,0,0
biar budaya asing rusak kebhinekaan salah bentuk budaya indonesia toleransi harga,0,0,0,0,0
user fakta november pbb tuju mandat britania raya palestina resolusi pbb dukung negara negara tolak netral wilayah tanah palestina pecah belah yahudi,0,0,0,0,0
balita panik kalo anak kena ruam asi ruam popok biang keringat luka darah jedot bisul koreng eksim siram air minyak panas gatal npanik bunda sedia gamat spray moga solusi bnd,0,0,0,0,0
user user tugas berat bnn sadar muslim solat aji zikir ekstasi,1,0,0,1,0
pkh super cipta lengkap program keluarga harap pkh kembang presiden jokowi,0,0,0,0,0
retweet user sentul kawasan prabowo habis jatah iya asyik,1,0,1,0,0
taksub perintah corak demokrasi demokrasi cipta yahudi zionis hak muka bumi demokrasi cetus huru hara contoh isu tuntut hak go,0,0,0,0,0
polisi amp copot tenda becak tulis url,0,0,0,0,0
user situ erti uu kriminal anak anak hina presiden bawah umur penjara anak cina ngancam bunuh presiden lucu super tolol waras otak,1,1,1,0,0
user user user mabok kencing onta iya brow xf kali f kali kali xf kali f kali kali xf kali f kali kali,1,1,1,0,0
user user dear user user user perhati konsep argumen sih user tdklah jauh konsep aidit partai komunis indonesia konfrontasi masjumi xf kali f kali kali xf kali f kali kali xf kali f kali kali audrey kah,0,0,0,0,0
user user ngomongnya berak kasihan,1,1,1,0,0
user user user hahaha ngue saran show topeng monyet keliling kampung bapaklu dongo monyet xf kali f kali kali xf kali f kali kali,1,1,1,0,0
muhasabah jap noo,0,0,0,0,0
kancah politik â alir sajaâ budaya politik perilaku politik â faithâ ambil buku kang syaikhu karya adi siregar user alumni sekolah akuntansi negara user,0,0,0,0,0
praktek monopoli praktek nepotisme hubung kerabat gubernur dki ahok lawyer salah merk,1,0,1,0,0
masuk zar rps nrp sinting natau rpl nrp lambe url,0,1,0,0,0
serang twitwor kubu user tel kader golkar kenal konsultan politik anies sandi,1,0,1,0,0
user ajak tki laku umkm positif tki laku umkm url url,0,0,0,0,0
lindung allah goda setan kutuk ndengan sebut nama allah maha asih maha sayang,0,0,0,0,0
user presiden threshold upaya rezim tahan kuasa cenderung otoriter,0,0,0,0,0
fpi renovasi masjid ahok kafir kristen kapai ngurusi masjid hubung,1,1,0,1,0
user user user user iya nyimpulin dungu bingung ya makhluk cebong urat malu otak mampet dungu ketulungan kasihan turun,1,1,1,0,0
user teman ttman nteman titit masuk xf kali f kali xad,0,1,0,0,0
user biadab perempuan iblis,1,1,1,0,0
jamu last supper kristen salah murid yesus khianat yudas orang duduk kursi yesus salib jumat konon jumat hawa goda adam buah larang,0,0,0,0,0
ulama jawa barat silaturahmi presiden jokowi temu singgung pilpres bahas,0,0,0,0,0
user user user user senang bela ahok nista alquran akan milik ghirah agama dahulu tobat sesat bela nista agama,1,0,0,1,0
sa psl kerja kerja aduh sa umban babi,0,1,0,0,0
retweet user pengin ngentot diciumin dimanjain ah idam banget top url,0,1,0,0,0
cap gome halaman masjid tabligh akbar halm gereja ahok hina quran cornelis usir ulama etnis cina partai komunis indonesia pancing perang,1,0,0,1,0
user kenal glam anjing homme kmn tahi agency anjlok nya gaush bicara makany kaca,1,1,1,0,0
user user user user user user user user ya deh titit sen mual,0,1,0,0,0
perempuan brengsek laki laki mata hati tutup,0,1,0,0,0
user user user user segitunya jilat ngakunya muslim agama hina amp nista sih btp cangkem mingkem ahok kenang kaum jilat kayak lo,1,1,1,0,0
user user anjy nmasa gue banci,0,1,0,0,0
user nambahin saran cepetlah bangun alis umum capres cawapres nya ketua tgb rr aher gatot ahy inisial sepakat kuasa rebut perintah rezim bareng bareng deh,0,0,0,0,0
user hujan udik mendung nanak pakai kerudung nmata lirik bicara,0,1,0,0,0
user user jaga tokoh islam panik damping terima nyata,0,0,0,0,0
retweet user user user hebat curut belah machiaveli,1,1,1,0,0
user haruss,0,0,0,0,0
retweet user catat hari menantu sinting lakban laki banget lakban definisi df user xf kali f kali kali xf kali f kali kali xf kali f kali kali xf kali f kali kali http xe kali xa,0,0,0,0,0
user coba gereja katholik pakai air suci xf kali f kali kali,0,0,0,0,0
opini sesuai dakwa terorisme dapat ruang publik nsedikit publik percaya opini kali kontra aksi bom surabaya,0,0,0,0,0
perang cina usir cina bumi indonesia,1,0,0,0,1
user user user user loh zul xf kali f kali kali xf kali f kali kali lembar softex bilang harga mulut zul xf kali f kali kali sih user,0,1,0,0,0
user lurus persepsi alat politik tekan lawan politik jokowi dukung memang presiden lindung orang masalah hukum sms hati jagung uap perindo badan rusak,0,0,0,0,0
fahri hamzah usir dewan wakil rakyat,1,0,0,0,1
user user user user user harap pandji politikus haus kuasa lu anies sandi no,1,0,1,0,0
user user user user duh banci media sosial murid narapidana kali bui iya rumpi bgtxx junjung lo banci banci mbok iya adab dikit residivis mentang guru mantan residivis kali bahasa,1,1,1,0,0
retweet user surabaya pura pura sakit,1,0,1,0,0
china bantu palestine palestina timur tuju counter srael,0,0,0,0,0
sing sabar kawan terkadang capai baik butuh korban orang kasih juang belenggu ridho nya nkoe cacat tur ya bagus sukses naku iseh okeh sing antri kanggo koe,0,0,0,0,0
user iya anjir cewek nonjok,0,1,0,0,0
user nih sih mulut onta_bego atao bodoh ya suara mulut onta luuu corong polri___ njaaaaaaaaaancuuuuuuuuuuk,1,1,1,0,0
oprohingya kristen bunuh muslim afghanistan yahudi bunuh muslim palestina dunia muslim teroris,1,0,0,1,0
retweet user oia gays semalem admin video nya tebak kontol admin xe kali xa,0,1,0,0,0
bodo perangai matang langsung ingat deh nih perangai ubah deh,0,1,0,0,0
user ekonomi tumbuh duga gerak turun rezim ulah politik medan politik kelola duit pergi cari,0,0,0,0,0
xe kali kali maju anjing xe kali kali nih stail ah lepastu orang reply gung gung gung gunggg,1,1,1,0,0
user user jaman mil kayak berlusconi era cina,0,0,0,0,0
user syukur pamer twitter goblog,1,1,1,0,0
user user taplak meja bani taplak inus,1,0,1,0,0
retweet user butuh cowok kontol gede angetin musim ujan horny ah hawa pengin ngentot iya sayang xf kali f kali kali retweet nger xe kali xa,0,1,0,0,0
user user komentator dungu iya ente saudara laki dungu nya otak hahaha,1,1,1,0,0
umat,0,0,0,0,0
user bokef indonesia ngewe,0,0,0,0,0
user norak tahi kayak bocah sd tertawa,1,1,1,0,0
just case you missed budaya tradisi warga tani dukuh purworejo keluarga sutojayan kabupaten blitar moga inspirasi lestari tradisi via user,0,0,0,0,0
ustadz kalo bawa politik tampak dungu,1,1,1,0,0
user bodo urus ku serah lgbt kayak atheis kayak pandang liberal komunis rusak lingkung buang sampah sembarang ku dukung xf kali f kali kali,0,0,0,0,0
orang munafik diri shalat diri malas riya hadap manusia,0,0,0,0,0
user user user user user user bloon ah akak,0,1,0,0,0
jongos jongos nya jokowi kayak cacing panas wkwkwk,1,1,0,1,0
user user user gaul iya saudara laki gaul iya wkwkwkw khianat coy kencing onta tahi babi suka suka saudara laki kolam saudara laki huahuahua,0,1,0,0,0
user kalao bilang bawa agama maksutnya manfaat islam samping kristen atao,0,0,0,0,0
anak bangsawan cendekiawan tumbuh kembang menantu presiden psikologis prabowo orang pride nya bangga leceh,0,0,0,0,0
ajar cinta budaya susastra,0,0,0,0,0
mbsb proses biaya rumah milik rm bilion,0,0,0,0,0
dalil hadist kalo dsusul ijma amp qias hukum akal ketemu barang makna larang bakar sampah dkuburan mrupakan produk qias ibnu mas xe kali kali ra xe kali kali mnyakiti jenazah orang mukmin sbagaimana,0,0,0,0,0
user ngimpor dki sepi sepi osang aseng,0,0,0,0,0
user user selaw maz kualitas gubernur amp wagub modal saracaen iya kayak sampah,1,1,1,0,0
heran dukung jokowi polemik film si partai komunis indonesia aneh lari jalan mundur,1,0,1,0,0
kopi susu kapal api sachet gula bungkus seduh pakai air panas bungkus susu kpbs madu ncampur pasuk plastik masuk frezzer jam ampas kopi beku nyaring,0,0,0,0,0
tahey romi menuhin tab mensyen gue user nih t contain that many monyet showeran at once xf kali f kali xad xf kali f kali kali,0,1,0,0,0
user takut kakak perempuan teman maennya setan wqwq,0,1,0,0,0
anjir habis bersin budeh,0,1,0,0,0
user suka memek,0,1,0,0,0
pasang suami istri soleh solehah aji yegak mabar pubg untung katai pasang suami istri yahudi xf kali f kali xa xf kali f kali kali xf kali f kali f xbb xe kali kali xe kali kali xef xb kali f xf kali f xa xa xf kali f kali f xbb xe kali kali xe kali,0,0,0,0,0
cewek bilang cowok brengsek salah tipe cowok brengsek cowok bajing p,0,1,0,0,0
oke barusan banget malam jumat workout kecil kamar tidur pas ngangkat ngangkat kaki tibatiba dengar suara samar samar kayak ketawa doooong mampus,0,1,0,0,0
user user user kalo mardani presiden presiden homo indonesia juragan xf kali f kali kali xf kali f kali kali,1,1,1,0,0
budha teroris url,1,0,0,1,0
banci ivan percaya hadeuhh kakak nya pelakor bangga yaiyalah bilang hidup gosah jujur dese hobi boboin laki saban bal,1,1,1,0,0
rela bagi ribu juta elf bahan dunia xe kali kali e l f cina,0,0,0,0,0
user ya nama panasbung,0,0,0,0,0
retweet user waspada letjen purn suryo prabowo situasi situasi jelang si partai komunis indonesia url,1,0,0,1,0
user kwwkwkwkwkwkwkwkkw tolol,1,1,1,0,0
user nama cari gampang aman dalang kendali hukum mati logika mana anggap teroris kelas xe kali kali ckakap xe kali kali awas superketat kendali bom mana deteksi,0,0,0,0,0
katekismus gereja katolik ajar tubuh bait allah nnamun perihal dosa tato minum keras relatif tradisi etnis nbisa dosa landas niat destruktif,0,0,0,0,0
muuuaaak lihat muka sih kepret rr goblik,1,1,1,0,0
user ngentod seru,0,1,0,0,0
anak pacar tonton anak kuliah pacar laptop _,0,0,0,0,0
user bapak ateis seram sih,0,0,0,0,0
user user dungu lio evakuasi korban becus salah orang logika cebong bodoh bangga,1,1,1,0,0
cina ras biar cina kuasa dominasi ri lihat cina sgpore usir melayu kampung user,1,0,0,1,0
user user user user user user user user matalu picek,1,1,1,0,0
akun user tulis hikdun kolom search twitter enter muncul isi akun klik more option,0,0,0,0,0
user user woiii goblog produk kafir anjing dipake muslim kapai promosi negara muslim tolol orang banyak nelen sperma cebong iya muka tampang copet bicara amplas gih muka pakai parut gante,1,1,1,0,0
kapai sih suka kpop plastik sipit ganteng nya hai kapai sih suka barat lokal mata nya belo lain thats means everyone has their own taste,0,0,0,0,0
user user mas omong partai komunis indonesia otk,0,0,0,0,0
user massa kerumun malam sengaja provokasi rusuh ciduk lempar tuding perintah profesional komunis ah basi,1,0,0,1,0
user dukung orang buang sampah sembarang orang proteksi laut rakyat indonesia ijazah nya beli,1,0,1,0,0
user user sih nenek nenek mulut jembut oceh melulu keselek bulu jembut mati lo nek user,1,1,1,0,0
then last rumah rumah hindu patung rumah budha tokong rumah islam that si point faham islam lihat amal,0,0,0,0,0
wow luarbiasa kosan jam pagi teriak kayak tonton bareng kosan suara laki siyaph kayak bawa cewek doang xf kali f kali kali xf kali f kali kali xf kali f kali kali pe,0,0,0,0,0
xf kali f kali xa xf kali f kali f xbb temennya habis lihat ceramah youtube pimpin laki iya xf kali f kali xa xf kali f kali f xbb iya agama laki pimpin xf kali f kali xa xf kali f kali f xbb ooo,0,0,0,0,0
user mahasiswa teriak anti soeharto orbanya dukung jilat pantat sisa antek soeharto,1,1,1,0,0
